,ally_baron_kills,ally_dragon_kills,ally_inhibitor_kills,ally_kills,ally_rift_kills,ally_tower_kills,enemy_baron_kills,enemy_dragon_kills,enemy_inhibitor_kills,enemy_kills,enemy_rift_kills,enemy_tower_kills,rank,score_diff,BRONZE,CHALLENGER,DIAMOND,GOLD,GRANDMASTER,IRON,MASTER,PLATINUM,SILVER
3135,2,4,5,62,2,11,1,3,1,55,0,8,SILVER,0.0706435232733539,0,0,0,0,0,0,0,0,1
20240,2,4,1,47,1,8,1,2,1,41,1,7,GOLD,1.929225414832352,0,0,0,1,0,0,0,0,0
13232,0,2,0,32,1,4,3,3,4,39,1,10,GOLD,-0.2612455777735505,0,0,0,1,0,0,0,0,0
15627,0,0,0,17,0,1,1,3,3,33,0,11,SILVER,-10.518501086693718,0,0,0,0,0,0,0,0,1
5750,0,4,3,34,2,10,2,1,0,23,0,3,BRONZE,2.157622158648892,1,0,0,0,0,0,0,0,0
30004,0,5,2,59,2,9,0,0,1,38,0,7,IRON,11.06671579556027,0,0,0,0,0,1,0,0,0
14715,2,4,2,45,0,10,0,1,1,30,2,7,SILVER,4.335426878900456,0,0,0,0,0,0,0,0,1
22803,0,2,0,36,1,2,2,3,5,43,1,11,PLATINUM,-2.939107910224948,0,0,0,0,0,0,0,1,0
31085,0,4,2,29,2,9,0,0,0,13,0,0,PLATINUM,13.713550456735454,0,0,0,0,0,0,0,1,0
3805,0,0,0,20,0,4,0,4,0,41,1,4,IRON,-7.013526930467499,0,0,0,0,0,1,0,0,0
9076,1,4,1,31,1,9,1,1,1,26,1,7,IRON,2.796091576799185,0,0,0,0,0,1,0,0,0
27230,1,3,3,32,2,10,0,1,0,18,0,3,PLATINUM,12.106303685934954,0,0,0,0,0,0,0,1,0
32695,1,3,0,36,1,4,1,2,3,51,1,10,IRON,-2.293009515977424,0,0,0,0,0,1,0,0,0
23815,2,3,4,62,2,10,1,4,1,64,0,7,IRON,-1.4779251526646249,0,0,0,0,0,1,0,0,0
15160,1,3,2,26,2,10,0,1,0,18,0,3,BRONZE,3.60879720698776,1,0,0,0,0,0,0,0,0
6774,1,2,2,47,1,10,0,1,0,21,1,1,PLATINUM,9.643296978036936,0,0,0,0,0,0,0,1,0
19678,0,2,0,43,0,4,1,2,2,48,0,10,GOLD,-1.5083987485980757,0,0,0,1,0,0,0,0,0
14062,0,0,0,31,0,2,1,4,3,47,2,11,SILVER,-3.601338223676564,0,0,0,0,0,0,0,0,1
16848,0,0,0,24,1,3,1,3,1,37,1,7,DIAMOND,-8.065047594130519,0,0,1,0,0,0,0,0,0
17641,1,3,2,38,2,10,0,1,0,24,0,3,SILVER,5.252956376628738,0,0,0,0,0,0,0,0,1
10020,1,2,0,24,0,3,1,3,2,46,1,8,DIAMOND,-11.25144067100956,0,0,1,0,0,0,0,0,0
18643,1,3,1,45,2,10,0,0,0,26,0,2,IRON,1.781657794966968,0,0,0,0,0,1,0,0,0
28850,1,3,0,45,0,3,0,1,0,29,1,4,IRON,5.815975200767909,0,0,0,0,0,1,0,0,0
31650,1,4,4,61,1,11,0,0,0,42,1,4,DIAMOND,5.433874662481564,0,0,1,0,0,0,0,0,0
29768,2,3,3,51,0,11,0,2,0,45,1,5,PLATINUM,3.039003708131084,0,0,0,0,0,0,0,1,0
22014,2,4,3,42,2,11,0,1,1,38,0,7,PLATINUM,1.05510041108095,0,0,0,0,0,0,0,1,0
3327,0,1,0,22,2,2,1,3,3,38,0,11,GOLD,-8.007649045326602,0,0,0,1,0,0,0,0,0
22615,0,2,0,29,1,4,1,2,1,33,0,8,SILVER,-5.839365341079677,0,0,0,0,0,0,0,0,1
7382,0,2,0,37,1,3,2,3,3,45,1,10,GOLD,-1.0479749260086777,0,0,0,1,0,0,0,0,0
29876,0,1,0,35,1,2,2,4,2,38,1,10,SILVER,0.510494596490247,0,0,0,0,0,0,0,0,1
26778,0,0,2,57,0,2,0,0,3,92,0,4,SILVER,-5.640094431031493,0,0,0,0,0,0,0,0,1
34713,2,3,1,37,0,9,0,1,0,42,1,5,PLATINUM,-2.9586234084427403,0,0,0,0,0,0,0,1,0
21431,0,1,0,29,1,2,0,4,2,42,1,9,BRONZE,-7.521662295907994,1,0,0,0,0,0,0,0,0
1262,0,0,0,19,1,3,1,4,1,31,1,8,SILVER,-6.980164186835815,0,0,0,0,0,0,0,0,1
25530,1,0,0,17,2,3,1,5,1,31,0,8,PLATINUM,-6.927779898857665,0,0,0,0,0,0,0,1,0
23596,1,4,6,62,2,11,0,0,0,35,0,4,SILVER,6.094239136920876,0,0,0,0,0,0,0,0,1
17359,0,1,0,23,0,2,1,2,2,41,1,8,SILVER,-8.51391254749442,0,0,0,0,0,0,0,0,1
18950,0,2,0,22,2,2,1,2,2,37,0,9,SILVER,-7.087535931730727,0,0,0,0,0,0,0,0,1
22250,1,2,2,38,2,9,0,2,0,27,0,2,PLATINUM,7.678225734566787,0,0,0,0,0,0,0,1,0
13117,2,4,3,30,0,11,0,1,0,27,2,2,PLATINUM,-3.5258914724260606,0,0,0,0,0,0,0,1,0
25517,1,2,2,45,0,10,0,2,0,24,2,2,IRON,10.761388398095704,0,0,0,0,0,1,0,0,0
13455,0,0,0,28,0,4,1,4,1,42,2,9,IRON,-8.298533843861556,0,0,0,0,0,1,0,0,0
6582,0,0,0,26,0,3,1,3,3,35,2,11,GOLD,-1.216454623776258,0,0,0,1,0,0,0,0,0
36120,1,2,2,30,2,10,0,1,0,24,0,0,CHALLENGER,1.5253965898511623,0,1,0,0,0,0,0,0,0
18771,1,2,3,32,1,8,1,2,1,42,0,7,DIAMOND,-3.8026013694549263,0,0,1,0,0,0,0,0,0
21119,0,0,3,75,0,4,0,0,2,86,0,4,PLATINUM,-3.3115896262658,0,0,0,0,0,0,0,1,0
32464,0,1,0,19,1,2,1,3,3,32,1,11,SILVER,-6.748851407118721,0,0,0,0,0,0,0,0,1
5021,1,3,0,33,0,5,1,1,3,50,1,11,GOLD,-4.684953609781836,0,0,0,1,0,0,0,0,0
23513,0,0,1,59,0,2,0,0,1,67,0,4,PLATINUM,1.3797205239994668,0,0,0,0,0,0,0,1,0
12583,0,0,0,35,0,5,2,5,1,45,2,9,IRON,-3.9544156377847415,0,0,0,0,0,1,0,0,0
29724,0,1,0,6,0,3,0,3,0,24,2,3,SILVER,-14.284760635831194,0,0,0,0,0,0,0,0,1
23559,0,2,1,20,0,9,2,3,1,29,0,7,SILVER,-3.4205305524426777,0,0,0,0,0,0,0,0,1
14995,1,2,3,45,2,11,0,1,0,25,0,2,PLATINUM,8.66341986260909,0,0,0,0,0,0,0,1,0
11413,0,0,0,12,0,0,1,4,0,24,2,3,GRANDMASTER,-7.220534430874572,0,0,0,0,1,0,0,0,0
20266,0,0,0,34,1,2,1,4,2,52,1,10,BRONZE,-8.721285746571056,1,0,0,0,0,0,0,0,0
22439,0,1,0,22,0,1,1,2,1,32,1,8,IRON,-5.408065625808291,0,0,0,0,0,1,0,0,0
27499,0,2,0,21,0,2,1,0,1,30,2,8,DIAMOND,-3.202536244721969,0,0,1,0,0,0,0,0,0
35512,1,1,1,40,0,5,1,4,3,47,1,11,SILVER,-0.2900385063568862,0,0,0,0,0,0,0,0,1
9802,0,2,0,24,0,1,0,2,3,43,2,10,IRON,-9.113873497903924,0,0,0,0,0,1,0,0,0
32281,1,2,3,36,1,11,0,1,0,20,1,2,GOLD,7.607572055795401,0,0,0,1,0,0,0,0,0
33381,0,3,2,50,0,9,0,1,0,25,0,3,IRON,10.109314458667448,0,0,0,0,0,1,0,0,0
20259,1,4,2,44,1,10,0,0,0,23,1,2,PLATINUM,8.477522552737874,0,0,0,0,0,0,0,1,0
30529,0,0,0,16,0,1,0,3,2,42,1,9,SILVER,-10.763154308626063,0,0,0,0,0,0,0,0,1
19173,0,1,0,29,1,3,1,3,1,38,0,8,PLATINUM,-6.865144701717462,0,0,0,0,0,0,0,1,0
25520,0,0,0,21,0,1,1,4,2,30,2,11,DIAMOND,-5.080933357728654,0,0,1,0,0,0,0,0,0
25380,0,1,0,31,2,4,1,3,3,36,0,11,GOLD,-5.049068893577044,0,0,0,1,0,0,0,0,0
18241,0,3,0,39,1,2,1,1,2,30,1,10,PLATINUM,2.4419516290323173,0,0,0,0,0,0,0,1,0
19404,0,1,0,29,0,6,2,4,4,43,1,11,BRONZE,-6.0469711649771085,1,0,0,0,0,0,0,0,0
4108,0,3,0,48,0,2,1,2,1,45,1,9,BRONZE,-3.217856219176099,1,0,0,0,0,0,0,0,0
5213,0,1,0,21,0,2,0,2,1,30,2,6,DIAMOND,-11.04248104388789,0,0,1,0,0,0,0,0,0
24665,1,5,1,35,1,10,1,0,1,34,1,5,SILVER,-0.6841590201163399,0,0,0,0,0,0,0,0,1
3255,0,3,2,46,1,9,0,0,0,22,0,3,IRON,13.467172106194322,0,0,0,0,0,1,0,0,0
7323,0,2,1,33,0,6,0,1,0,19,1,4,IRON,11.262836417946392,0,0,0,0,0,1,0,0,0
2690,0,2,0,42,0,3,0,3,1,44,1,10,BRONZE,3.400296984469847,1,0,0,0,0,0,0,0,0
14501,1,2,0,28,1,7,0,1,0,25,1,2,BRONZE,8.565411914492437,1,0,0,0,0,0,0,0,0
23773,0,0,0,27,2,3,1,3,2,43,0,11,DIAMOND,-6.482393056969045,0,0,1,0,0,0,0,0,0
4627,0,3,3,37,1,11,0,1,0,27,1,0,SILVER,9.172727778734531,0,0,0,0,0,0,0,0,1
33767,2,3,2,39,1,10,0,2,1,46,1,8,PLATINUM,-0.7271403617574634,0,0,0,0,0,0,0,1,0
1319,0,3,0,35,2,2,0,1,1,33,0,9,SILVER,2.508676625903668,0,0,0,0,0,0,0,0,1
33878,2,3,1,34,0,8,0,1,2,20,2,7,DIAMOND,6.779733652318576,0,0,1,0,0,0,0,0,0
16590,0,0,1,66,0,2,0,0,1,65,0,4,BRONZE,0.941053288715274,1,0,0,0,0,0,0,0,0
5162,0,2,0,27,0,1,1,2,3,43,2,11,DIAMOND,-8.316585886110325,0,0,1,0,0,0,0,0,0
7226,0,0,0,30,0,3,0,4,2,33,1,9,IRON,-4.700842590879041,0,0,0,0,0,1,0,0,0
8566,0,0,0,28,1,4,1,4,1,43,0,9,GOLD,-6.048097002162059,0,0,0,1,0,0,0,0,0
12192,0,1,0,37,1,2,0,3,1,48,0,8,SILVER,-4.112865485877315,0,0,0,0,0,0,0,0,1
17519,1,2,1,36,0,9,0,2,0,26,2,5,PLATINUM,6.810472508171834,0,0,0,0,0,0,0,1,0
4529,2,4,4,33,0,11,0,1,0,30,2,3,DIAMOND,2.234629606880965,0,0,1,0,0,0,0,0,0
11667,1,0,0,36,0,4,0,4,2,54,2,11,DIAMOND,-7.113046953176536,0,0,1,0,0,0,0,0,0
19889,0,2,0,41,1,7,2,4,2,53,0,11,GOLD,-5.313818878529958,0,0,0,1,0,0,0,0,0
21133,1,1,1,30,1,8,1,4,1,36,0,9,PLATINUM,-1.7977010577279984,0,0,0,0,0,0,0,1,0
27053,1,2,1,46,1,10,0,2,0,26,0,3,SILVER,9.228645716839049,0,0,0,0,0,0,0,0,1
12380,0,0,3,80,0,4,0,0,0,74,0,1,SILVER,0.0305987002077046,0,0,0,0,0,0,0,0,1
31440,0,1,0,21,1,5,0,3,1,39,1,7,BRONZE,-12.151266616558445,1,0,0,0,0,0,0,0,0
23470,0,0,0,21,1,8,2,5,2,33,0,9,DIAMOND,-5.634646330526273,0,0,1,0,0,0,0,0,0
28401,0,2,0,33,0,4,0,2,3,42,1,11,GOLD,-1.741903414753132,0,0,0,1,0,0,0,0,0
9941,1,3,1,35,1,8,0,1,0,22,1,3,DIAMOND,9.815111496747145,0,0,1,0,0,0,0,0,0
35294,0,1,1,38,1,6,1,2,0,37,1,4,PLATINUM,3.647192301955073,0,0,0,0,0,0,0,1,0
32749,0,3,3,34,1,11,0,2,1,43,1,8,IRON,-1.4595172989491303,0,0,0,0,0,1,0,0,0
18062,2,3,0,47,0,5,0,1,3,41,1,11,DIAMOND,2.0896094256262217,0,0,1,0,0,0,0,0,0
6336,2,3,1,29,1,10,0,1,1,31,1,4,DIAMOND,1.5761422988101828,0,0,1,0,0,0,0,0,0
23811,2,4,2,30,2,10,0,0,0,17,0,3,GOLD,8.618226686725833,0,0,0,1,0,0,0,0,0
6982,1,2,2,43,0,10,0,1,0,19,2,3,SILVER,9.671605554899273,0,0,0,0,0,0,0,0,1
31807,0,3,0,30,0,3,2,1,2,38,1,11,BRONZE,-4.654187475576357,1,0,0,0,0,0,0,0,0
33744,1,4,2,45,0,11,0,0,0,21,2,4,PLATINUM,12.926981921024849,0,0,0,0,0,0,0,1,0
10066,1,3,3,37,1,11,0,3,0,28,1,3,IRON,0.966891948769856,0,0,0,0,0,1,0,0,0
917,0,4,2,37,2,10,1,0,0,26,0,2,DIAMOND,3.848429439372581,0,0,1,0,0,0,0,0,0
18889,0,0,0,48,0,6,2,5,3,50,1,11,BRONZE,-3.286653038644019,1,0,0,0,0,0,0,0,0
29877,2,1,0,31,0,4,0,3,0,30,1,8,PLATINUM,-0.6360984875693774,0,0,0,0,0,0,0,1,0
13288,1,2,2,37,0,6,0,4,2,24,1,9,SILVER,4.771093122952685,0,0,0,0,0,0,0,0,1
19288,0,0,0,35,0,2,0,3,1,42,1,8,IRON,-4.587526870856735,0,0,0,0,0,1,0,0,0
35576,1,2,2,43,0,8,0,4,3,45,2,10,GOLD,-1.7235742992229817,0,0,0,1,0,0,0,0,0
570,0,0,0,22,0,0,1,4,2,41,1,10,GOLD,-8.52245485086744,0,0,0,1,0,0,0,0,0
17832,0,1,0,24,1,4,1,2,0,48,1,6,GOLD,-12.268839965358858,0,0,0,1,0,0,0,0,0
3414,0,1,0,24,0,4,1,3,1,32,2,9,GOLD,-2.893864729740528,0,0,0,1,0,0,0,0,0
34476,1,5,2,48,2,9,1,2,0,38,0,6,BRONZE,3.984363572417095,1,0,0,0,0,0,0,0,0
25515,0,0,0,27,0,3,2,4,4,27,2,11,SILVER,-0.8707701364643512,0,0,0,0,0,0,0,0,1
35612,2,2,0,41,0,5,0,2,0,27,1,4,IRON,6.461258075685826,0,0,0,0,0,1,0,0,0
25674,1,2,0,31,1,2,0,2,4,28,0,11,IRON,-0.9902311498674266,0,0,0,0,0,1,0,0,0
14806,1,2,0,49,0,3,0,4,2,56,1,10,SILVER,-1.8472566116954283,0,0,0,0,0,0,0,0,1
7031,0,2,0,28,1,1,2,4,4,44,0,10,GOLD,-6.161957362400045,0,0,0,1,0,0,0,0,0
30417,0,0,0,7,0,1,1,3,2,31,1,11,DIAMOND,-16.902159635002455,0,0,1,0,0,0,0,0,0
6837,0,0,0,17,0,1,1,3,1,33,2,9,DIAMOND,-9.667741424684564,0,0,1,0,0,0,0,0,0
13878,0,3,1,36,0,9,1,1,0,36,1,3,GOLD,0.961244104239178,0,0,0,1,0,0,0,0,0
19610,0,1,0,28,0,3,1,4,3,48,2,11,SILVER,-9.744073981318492,0,0,0,0,0,0,0,0,1
19345,0,3,0,29,0,2,1,1,2,41,2,9,GOLD,-7.0294967632989085,0,0,0,1,0,0,0,0,0
33241,1,1,1,33,1,5,1,3,2,49,0,11,IRON,-3.680059459898701,0,0,0,0,0,1,0,0,0
28554,0,2,0,15,0,4,1,2,1,30,2,8,CHALLENGER,-12.17357846428871,0,1,0,0,0,0,0,0,0
20767,1,3,1,39,1,9,0,1,0,28,1,3,PLATINUM,4.453793976255504,0,0,0,0,0,0,0,1,0
14026,0,0,0,49,0,1,0,0,2,57,0,4,PLATINUM,-1.0454897173378086,0,0,0,0,0,0,0,1,0
25613,1,3,3,28,1,11,0,1,0,22,1,5,GOLD,5.407260556450339,0,0,0,1,0,0,0,0,0
14232,0,1,0,30,0,3,1,4,2,44,1,10,SILVER,-7.789785084008656,0,0,0,0,0,0,0,0,1
24229,0,5,2,42,2,11,0,2,1,38,0,6,IRON,-1.0349702679938844,0,0,0,0,0,1,0,0,0
19923,1,2,1,30,0,8,1,2,1,40,2,8,SILVER,-1.9006019807853605,0,0,0,0,0,0,0,0,1
2217,0,0,1,63,0,4,0,0,2,57,0,3,GOLD,2.0678996833831675,0,0,0,1,0,0,0,0,0
5232,0,4,4,49,2,11,1,1,0,28,0,4,BRONZE,8.735459978895612,1,0,0,0,0,0,0,0,0
30453,0,0,0,29,0,1,1,4,3,42,2,11,IRON,-5.314564141428214,0,0,0,0,0,1,0,0,0
33136,1,1,3,48,1,11,1,2,0,26,0,4,DIAMOND,10.187981356877245,0,0,1,0,0,0,0,0,0
30257,0,0,0,18,0,4,1,4,4,37,1,11,IRON,-6.726298576327388,0,0,0,0,0,1,0,0,0
2827,0,0,0,22,0,2,1,4,3,45,0,11,GOLD,-7.476253464133656,0,0,0,1,0,0,0,0,0
22164,0,0,0,17,0,0,0,3,2,37,2,10,PLATINUM,-12.403652095356485,0,0,0,0,0,0,0,1,0
33731,0,2,0,23,2,2,1,2,2,43,0,9,GOLD,-11.917421496272423,0,0,0,1,0,0,0,0,0
4996,0,1,0,40,0,6,1,2,1,35,1,9,PLATINUM,-0.8757232212977328,0,0,0,0,0,0,0,1,0
17722,0,1,0,22,0,3,1,3,1,35,2,9,GOLD,-8.319912139133663,0,0,0,1,0,0,0,0,0
3262,1,4,3,71,0,11,0,2,0,33,1,3,IRON,10.84410956095146,0,0,0,0,0,1,0,0,0
24260,1,2,2,27,1,10,0,1,0,20,0,0,DIAMOND,7.153819011189356,0,0,1,0,0,0,0,0,0
33486,0,2,1,20,1,9,1,2,1,41,0,9,SILVER,-7.869058741074141,0,0,0,0,0,0,0,0,1
6838,0,2,1,35,1,8,2,3,1,37,1,6,PLATINUM,1.5933727696624302,0,0,0,0,0,0,0,1,0
35063,1,4,2,48,0,10,3,4,6,54,1,9,GOLD,-1.7292364301790002,0,0,0,1,0,0,0,0,0
5741,0,0,0,55,0,2,0,0,2,36,0,4,IRON,6.259503728780302,0,0,0,0,0,1,0,0,0
650,0,2,0,37,0,3,1,4,2,50,2,9,PLATINUM,-3.7076962583203183,0,0,0,0,0,0,0,1,0
22423,2,4,2,46,0,10,0,0,0,31,2,5,DIAMOND,7.612184109384678,0,0,1,0,0,0,0,0,0
11094,0,1,0,22,0,3,1,2,2,48,2,8,GOLD,-8.730622308175334,0,0,0,1,0,0,0,0,0
18642,2,4,2,36,0,9,0,0,0,25,1,5,SILVER,11.4026599661063,0,0,0,0,0,0,0,0,1
15407,0,0,0,59,0,1,0,0,2,63,0,4,BRONZE,0.1585058197990037,1,0,0,0,0,0,0,0,0
5395,0,2,0,28,0,3,1,1,2,25,2,8,PLATINUM,1.913929598579692,0,0,0,0,0,0,0,1,0
24216,0,1,0,18,0,0,1,2,2,23,2,9,MASTER,-2.946173538106386,0,0,0,0,0,0,1,0,0
7082,1,2,1,35,1,7,0,2,0,22,0,2,BRONZE,9.67934831805271,1,0,0,0,0,0,0,0,0
572,0,2,0,35,1,4,0,3,2,46,1,9,IRON,-3.7645029938552654,0,0,0,0,0,1,0,0,0
30793,0,1,0,15,0,2,0,2,2,21,1,8,SILVER,-4.85723869919984,0,0,0,0,0,0,0,0,1
3521,1,3,2,37,0,9,0,1,0,16,2,3,GOLD,14.17929060510308,0,0,0,1,0,0,0,0,0
10922,1,4,1,22,2,10,0,1,0,19,0,2,GOLD,1.059971996778124,0,0,0,1,0,0,0,0,0
33837,2,4,3,40,1,11,0,0,0,37,0,8,SILVER,-0.8419740611832438,0,0,0,0,0,0,0,0,1
4478,1,4,4,38,1,11,0,0,0,23,1,4,GOLD,11.551714375679468,0,0,0,1,0,0,0,0,0
5660,1,4,2,44,2,9,0,0,0,28,0,2,BRONZE,11.083055756623573,1,0,0,0,0,0,0,0,0
9788,0,0,0,16,1,2,1,3,2,38,1,8,GOLD,-14.456174131232853,0,0,0,1,0,0,0,0,0
67,1,3,3,38,0,11,0,1,0,14,2,3,DIAMOND,15.503855109551496,0,0,1,0,0,0,0,0,0
10776,0,0,0,30,0,2,1,4,4,32,2,11,IRON,-0.8439466616276547,0,0,0,0,0,1,0,0,0
29010,1,2,0,39,1,7,0,1,0,16,1,3,BRONZE,12.6126224960773,1,0,0,0,0,0,0,0,0
30857,0,1,0,11,0,1,1,2,2,28,2,10,PLATINUM,-12.013373464193606,0,0,0,0,0,0,0,1,0
27772,0,2,0,32,0,2,2,1,2,45,2,9,GRANDMASTER,-3.245163505938649,0,0,0,0,1,0,0,0,0
21188,3,3,1,41,0,7,1,4,3,31,2,11,GRANDMASTER,1.432249421191628,0,0,0,0,1,0,0,0,0
13519,0,2,1,33,2,9,2,4,1,38,0,9,DIAMOND,-1.1169843819927152,0,0,1,0,0,0,0,0,0
25090,1,4,2,45,1,10,0,2,0,27,0,7,GOLD,2.653606830245131,0,0,0,1,0,0,0,0,0
11618,1,4,3,29,1,10,0,1,0,23,1,4,DIAMOND,3.297869804621413,0,0,1,0,0,0,0,0,0
23993,0,0,1,71,0,2,0,0,2,91,0,4,CHALLENGER,-5.057606902379916,0,1,0,0,0,0,0,0,0
17642,2,3,5,53,1,11,0,3,0,46,0,3,IRON,2.44005696568,0,0,0,0,0,1,0,0,0
3839,0,2,5,47,1,11,0,3,0,35,0,6,IRON,4.990522254682666,0,0,0,0,0,1,0,0,0
30926,0,1,0,22,2,6,1,3,2,26,0,9,PLATINUM,-2.5480298671239368,0,0,0,0,0,0,0,1,0
32438,3,3,1,39,0,7,0,3,1,40,2,8,GOLD,-4.276393364352721,0,0,0,1,0,0,0,0,0
34954,0,5,1,46,0,8,2,1,4,25,2,11,BRONZE,11.43732944198996,1,0,0,0,0,0,0,0,0
15715,0,0,1,78,0,3,0,0,3,78,0,4,GOLD,0.438619056771877,0,0,0,1,0,0,0,0,0
17375,0,2,3,32,1,11,0,0,0,20,1,0,GOLD,6.63525988292276,0,0,0,1,0,0,0,0,0
19888,0,4,0,39,2,6,2,2,3,36,0,11,IRON,-0.5874503060006404,0,0,0,0,0,1,0,0,0
8305,0,4,0,32,1,3,1,1,0,33,1,6,SILVER,0.5112757758984756,0,0,0,0,0,0,0,0,1
919,0,2,0,12,1,3,0,1,0,34,1,4,IRON,-14.41064169579252,0,0,0,0,0,1,0,0,0
10701,0,0,0,20,1,5,1,2,1,28,1,6,MASTER,-8.855967783565099,0,0,0,0,0,0,1,0,0
28062,0,0,1,81,0,2,0,0,2,64,0,4,SILVER,2.0102029712762857,0,0,0,0,0,0,0,0,1
165,1,4,0,33,2,3,0,0,0,19,0,4,DIAMOND,6.798183299358492,0,0,1,0,0,0,0,0,0
14933,0,1,0,24,1,5,2,5,3,43,0,10,SILVER,-8.366704910111324,0,0,0,0,0,0,0,0,1
32622,0,2,0,32,0,5,0,1,0,25,1,7,IRON,7.785683995651667,0,0,0,0,0,1,0,0,0
6644,0,2,0,18,0,2,1,2,3,34,1,11,CHALLENGER,-7.308704001628264,0,1,0,0,0,0,0,0,0
29999,0,0,0,68,0,2,0,0,3,91,0,4,BRONZE,-2.4320661766593616,1,0,0,0,0,0,0,0,0
29179,0,1,0,23,1,3,1,3,4,29,1,11,PLATINUM,-0.6103621097164336,0,0,0,0,0,0,0,1,0
14334,0,0,1,63,0,2,0,0,3,61,0,4,PLATINUM,0.4844791118694544,0,0,0,0,0,0,0,1,0
16285,1,0,0,26,0,8,1,5,2,38,2,10,PLATINUM,-9.523030028834988,0,0,0,0,0,0,0,1,0
14282,0,0,1,51,0,2,0,0,2,56,0,4,IRON,-1.6857069910614015,0,0,0,0,0,1,0,0,0
25525,0,1,0,41,0,5,2,4,4,50,1,11,SILVER,-3.2026771548059045,0,0,0,0,0,0,0,0,1
4594,0,2,0,39,0,4,0,2,1,22,2,6,BRONZE,11.043995545214964,1,0,0,0,0,0,0,0,0
19348,1,3,2,29,1,10,0,1,0,11,1,2,GRANDMASTER,12.094872949587504,0,0,0,0,1,0,0,0,0
28346,1,1,1,50,0,7,0,3,0,43,1,6,SILVER,5.275898964260605,0,0,0,0,0,0,0,0,1
10698,0,0,1,90,0,2,0,0,3,131,0,4,DIAMOND,-6.969409615816403,0,0,1,0,0,0,0,0,0
13299,0,2,0,10,0,0,1,2,3,20,2,11,GOLD,-12.607162275545075,0,0,0,1,0,0,0,0,0
2850,2,4,2,48,0,10,0,0,0,21,1,2,GOLD,10.284335083100244,0,0,0,1,0,0,0,0,0
30576,1,1,0,22,1,5,1,3,1,27,0,8,PLATINUM,-3.0600580863429414,0,0,0,0,0,0,0,1,0
19212,0,1,0,16,2,4,1,2,1,26,0,8,CHALLENGER,-8.01586120612933,0,1,0,0,0,0,0,0,0
22780,0,3,1,32,0,5,0,0,0,20,2,3,SILVER,1.8909297296304213,0,0,0,0,0,0,0,0,1
32771,0,2,0,39,0,6,1,4,2,53,2,9,IRON,-3.51269807442084,0,0,0,0,0,1,0,0,0
28302,0,5,2,43,1,11,1,1,1,43,1,7,BRONZE,2.741876782191256,1,0,0,0,0,0,0,0,0
12638,1,1,0,38,1,4,0,4,1,35,1,7,IRON,2.6884957992312977,0,0,0,0,0,1,0,0,0
36255,0,1,0,21,0,5,1,4,3,41,2,11,IRON,-10.076721815991831,0,0,0,0,0,1,0,0,0
35715,0,0,3,25,0,9,1,5,1,44,1,8,BRONZE,-12.772553226938328,1,0,0,0,0,0,0,0,0
4460,0,2,0,28,0,4,0,3,2,36,2,10,IRON,-3.709695127249845,0,0,0,0,0,1,0,0,0
33774,0,2,0,67,0,4,1,4,5,74,2,11,BRONZE,-0.6030249329581139,1,0,0,0,0,0,0,0,0
27081,1,3,2,28,2,11,0,0,0,11,0,2,CHALLENGER,11.896045930183078,0,1,0,0,0,0,0,0,0
14908,0,1,1,19,0,4,0,1,0,13,1,3,BRONZE,8.509189975946327,1,0,0,0,0,0,0,0,0
6623,0,2,1,44,0,8,0,2,2,39,2,9,IRON,5.459582704752123,0,0,0,0,0,1,0,0,0
9306,0,3,2,34,2,9,0,0,0,18,0,1,PLATINUM,11.87827929672796,0,0,0,0,0,0,0,1,0
31518,0,2,0,21,1,2,1,2,1,28,1,7,MASTER,-4.625946849933278,0,0,0,0,0,0,1,0,0
34887,0,0,0,36,0,3,1,4,1,50,1,9,BRONZE,-7.04686628755335,1,0,0,0,0,0,0,0,0
8490,0,3,2,42,0,11,1,3,1,33,2,7,IRON,-3.7652147053086935,0,0,0,0,0,1,0,0,0
9867,0,2,0,15,1,1,1,1,1,30,1,9,SILVER,-12.31953789781943,0,0,0,0,0,0,0,0,1
27923,1,3,3,49,1,11,0,1,0,23,0,2,GOLD,6.362440784535224,0,0,0,1,0,0,0,0,0
36089,0,3,0,18,1,1,1,0,0,27,1,4,PLATINUM,-5.650363793733916,0,0,0,0,0,0,0,1,0
2735,0,2,3,34,1,11,0,0,0,18,0,2,SILVER,10.94935458338128,0,0,0,0,0,0,0,0,1
5669,0,1,2,25,0,7,0,2,0,12,2,0,PLATINUM,8.899374508694372,0,0,0,0,0,0,0,1,0
12031,2,3,2,31,1,8,0,1,0,27,1,3,GOLD,2.4237745377904645,0,0,0,1,0,0,0,0,0
21372,0,2,0,30,2,7,1,2,1,33,0,7,DIAMOND,-1.435575268038754,0,0,1,0,0,0,0,0,0
17589,0,2,0,28,0,3,1,2,2,34,2,10,IRON,-2.411068831942828,0,0,0,0,0,1,0,0,0
2378,1,3,3,20,2,11,0,0,0,10,0,1,GOLD,8.532072242655516,0,0,0,1,0,0,0,0,0
15623,0,0,0,15,0,1,1,3,2,35,1,9,PLATINUM,-9.861905462882468,0,0,0,0,0,0,0,1,0
32001,1,5,4,36,1,10,3,2,4,31,1,8,GOLD,-0.4981556732886574,0,0,0,1,0,0,0,0,0
22417,1,3,3,30,2,11,0,0,0,13,0,0,BRONZE,10.196048903629595,1,0,0,0,0,0,0,0,0
