,ally_baron_kills,ally_dragon_kills,ally_inhibitor_kills,ally_kills,ally_rift_kills,ally_tower_kills,enemy_baron_kills,enemy_dragon_kills,enemy_inhibitor_kills,enemy_kills,enemy_rift_kills,enemy_tower_kills,rank,score_diff,BRONZE,CHALLENGER,DIAMOND,GOLD,GRANDMASTER,IRON,MASTER,PLATINUM,SILVER
28351,0,2,0,22,0,3,1,2,1,26,0,10,DIAMOND,-4.7209164362986655,0,0,1,0,0,0,0,0,0
1335,0,0,0,34,0,1,0,0,2,58,0,4,IRON,-6.453301786713766,0,0,0,0,0,1,0,0,0
9368,0,0,0,17,0,1,1,2,2,35,2,10,MASTER,-10.513957866204173,0,0,0,0,0,0,1,0,0
2872,1,2,0,47,1,4,1,3,1,50,1,10,DIAMOND,-3.42794322079876,0,0,1,0,0,0,0,0,0
19578,0,0,1,63,0,4,0,0,1,52,0,2,SILVER,2.086927547579684,0,0,0,0,0,0,0,0,1
3446,0,3,1,41,1,7,2,3,2,38,1,11,SILVER,0.3278859110409513,0,0,0,0,0,0,0,0,1
24612,0,1,0,39,0,5,1,3,0,35,1,4,BRONZE,-2.026054147041464,1,0,0,0,0,0,0,0,0
33172,0,3,0,25,1,5,1,1,2,39,1,9,IRON,-10.444725293570189,0,0,0,0,0,1,0,0,0
6349,0,2,0,26,1,5,2,2,3,36,1,9,MASTER,-2.9899251817054733,0,0,0,0,0,0,1,0,0
32503,0,3,0,34,2,5,0,2,1,40,0,7,GOLD,-3.966876945418072,0,0,0,1,0,0,0,0,0
16130,1,4,2,28,1,10,0,1,0,16,1,3,SILVER,9.007237153238949,0,0,0,0,0,0,0,0,1
35832,0,1,0,17,0,3,1,2,0,25,1,4,SILVER,-4.814590724459343,0,0,0,0,0,0,0,0,1
30628,1,3,1,48,1,9,1,2,0,32,1,6,BRONZE,9.407297032427492,1,0,0,0,0,0,0,0,0
9970,1,3,3,23,2,9,0,2,0,15,0,3,SILVER,12.975002614269847,0,0,0,0,0,0,0,0,1
35093,0,0,0,11,0,2,1,3,2,26,2,11,DIAMOND,-10.790458658156712,0,0,1,0,0,0,0,0,0
22851,1,3,1,33,1,8,0,1,0,26,1,3,DIAMOND,5.626610634281278,0,0,1,0,0,0,0,0,0
33921,0,3,3,48,2,11,0,0,0,20,0,0,PLATINUM,13.117517263987615,0,0,0,0,0,0,0,1,0
9229,0,1,0,22,1,0,1,2,3,36,1,11,GOLD,-9.991782394616848,0,0,0,1,0,0,0,0,0
1101,0,2,1,28,2,7,1,3,1,47,0,6,IRON,-12.352687366562405,0,0,0,0,0,1,0,0,0
13011,0,0,0,19,0,1,1,4,1,32,2,9,GOLD,-7.047056563859819,0,0,0,1,0,0,0,0,0
4441,0,3,3,40,0,11,0,0,0,29,1,2,IRON,1.4905967157779545,0,0,0,0,0,1,0,0,0
13300,0,3,0,32,0,4,2,1,1,40,2,9,DIAMOND,-2.6519765746673727,0,0,1,0,0,0,0,0,0
1957,0,1,0,8,1,3,1,3,1,33,1,10,IRON,-19.21522854529204,0,0,0,0,0,1,0,0,0
17180,2,3,1,35,2,9,0,3,0,19,0,4,GOLD,5.904384828408197,0,0,0,1,0,0,0,0,0
32866,0,0,0,12,0,1,0,2,1,35,2,6,IRON,-13.610744269580874,0,0,0,0,0,1,0,0,0
34871,1,3,2,38,1,9,0,1,0,26,1,3,DIAMOND,5.870974409389987,0,0,1,0,0,0,0,0,0
22317,2,2,1,52,1,9,0,3,0,48,1,7,GRANDMASTER,4.27431070005472,0,0,0,0,1,0,0,0,0
6729,0,1,0,20,0,2,1,2,1,29,2,8,DIAMOND,-4.030834593316349,0,0,1,0,0,0,0,0,0
27378,0,1,3,27,1,11,0,2,0,17,1,2,IRON,6.005437638029797,0,0,0,0,0,1,0,0,0
27462,1,3,3,35,1,11,0,0,0,12,1,4,SILVER,15.47055854971126,0,0,0,0,0,0,0,0,1
26658,1,2,0,35,0,4,1,2,3,41,2,10,BRONZE,-2.673577587308749,1,0,0,0,0,0,0,0,0
19443,0,3,0,33,0,4,2,2,3,50,2,10,IRON,-9.889181471548376,0,0,0,0,0,1,0,0,0
22064,0,4,3,51,0,8,4,4,4,45,1,11,PLATINUM,1.9859316615700209,0,0,0,0,0,0,0,1,0
7517,0,0,0,28,0,3,2,4,2,37,2,9,DIAMOND,-5.702563718584543,0,0,1,0,0,0,0,0,0
2699,0,1,0,29,0,1,1,3,1,34,2,7,IRON,-5.487155743801885,0,0,0,0,0,1,0,0,0
9002,0,1,0,21,0,1,1,2,3,32,2,11,PLATINUM,-1.8355401810644096,0,0,0,0,0,0,0,1,0
5458,0,0,0,23,1,3,1,4,2,42,1,11,GOLD,-9.33826135954518,0,0,0,1,0,0,0,0,0
32677,1,1,1,43,0,9,0,4,0,44,2,5,GOLD,-0.8278362765691512,0,0,0,1,0,0,0,0,0
14082,1,3,2,34,1,9,0,2,1,33,1,6,DIAMOND,-2.345117717471417,0,0,1,0,0,0,0,0,0
613,0,2,0,18,0,1,1,1,2,43,2,9,MASTER,-8.386227964708183,0,0,0,0,0,0,1,0,0
4126,1,2,2,25,0,10,0,0,0,9,0,0,IRON,12.256784751950242,0,0,0,0,0,1,0,0,0
3011,0,1,0,24,2,4,2,4,2,42,0,11,SILVER,-6.668299541667054,0,0,0,0,0,0,0,0,1
32227,1,0,0,22,1,3,0,4,1,41,0,8,SILVER,-6.710072215508859,0,0,0,0,0,0,0,0,1
225,1,2,2,42,2,10,1,2,0,28,0,1,MASTER,3.5186802304304265,0,0,0,0,0,0,1,0,0
35251,0,1,0,23,0,3,1,3,2,31,1,9,IRON,-2.017707902234754,0,0,0,0,0,1,0,0,0
2354,3,3,6,43,0,11,0,3,0,37,2,4,SILVER,4.281518417657466,0,0,0,0,0,0,0,0,1
33903,0,1,0,26,0,4,0,2,1,29,1,9,SILVER,-3.4712704907444234,0,0,0,0,0,0,0,0,1
27468,0,2,0,21,1,3,2,4,3,43,1,10,IRON,-5.486204316216565,0,0,0,0,0,1,0,0,0
22713,0,2,0,34,1,6,0,1,0,24,0,2,IRON,7.018885925171318,0,0,0,0,0,1,0,0,0
34785,0,0,0,7,0,1,1,4,3,21,1,11,GRANDMASTER,-8.659111562448771,0,0,0,0,1,0,0,0,0
34300,1,1,3,30,2,9,0,1,0,14,0,2,MASTER,10.564548086367369,0,0,0,0,0,0,1,0,0
1526,1,5,1,46,1,9,1,0,1,35,0,6,IRON,2.1156601381940945,0,0,0,0,0,1,0,0,0
23774,1,3,1,36,1,8,0,2,0,12,0,3,GOLD,14.673816924674751,0,0,0,1,0,0,0,0,0
11061,0,4,4,36,1,11,2,1,0,43,1,9,DIAMOND,0.4926204504140656,0,0,1,0,0,0,0,0,0
10321,2,4,3,51,0,10,0,1,0,55,1,4,BRONZE,-4.365532347241292,1,0,0,0,0,0,0,0,0
31380,2,2,1,37,0,8,0,4,0,34,2,7,SILVER,0.2732880548111396,0,0,0,0,0,0,0,0,1
27920,2,3,0,50,0,5,1,3,5,51,2,11,DIAMOND,2.356881740739695,0,0,1,0,0,0,0,0,0
14726,2,4,2,48,1,9,0,3,0,42,0,3,BRONZE,5.282684658179718,1,0,0,0,0,0,0,0,0
7413,1,3,2,38,1,10,0,2,0,39,1,3,BRONZE,-0.0637609510681684,1,0,0,0,0,0,0,0,0
16976,0,1,0,12,1,5,1,3,1,31,0,8,SILVER,-11.656362386080424,0,0,0,0,0,0,0,0,1
16143,0,2,0,17,1,3,1,1,1,29,1,10,SILVER,-8.36227540332139,0,0,0,0,0,0,0,0,1
19876,1,2,1,34,0,7,0,1,0,24,2,5,CHALLENGER,6.061333607772575,0,1,0,0,0,0,0,0,0
23850,0,1,0,15,1,2,1,3,1,33,1,9,BRONZE,-10.753022954923177,1,0,0,0,0,0,0,0,0
25206,2,4,1,49,2,10,0,1,0,35,0,4,DIAMOND,3.885013380270891,0,0,1,0,0,0,0,0,0
5380,1,3,1,33,0,5,0,0,0,16,2,4,PLATINUM,10.498650880279229,0,0,0,0,0,0,0,1,0
7184,0,0,2,71,0,4,0,0,1,58,0,3,SILVER,3.1824630810807406,0,0,0,0,0,0,0,0,1
3965,0,1,0,24,1,2,2,4,2,36,0,9,PLATINUM,-1.8398749158838184,0,0,0,0,0,0,0,1,0
6844,0,1,0,23,0,3,1,3,1,44,2,8,IRON,-10.044607471631622,0,0,0,0,0,1,0,0,0
29704,0,3,0,43,1,6,1,0,1,41,0,7,PLATINUM,-0.4282089922712444,0,0,0,0,0,0,0,1,0
3484,0,2,0,26,0,3,2,3,2,47,2,10,PLATINUM,-10.663759807223109,0,0,0,0,0,0,0,1,0
11408,1,2,1,44,1,8,0,2,0,29,1,2,GRANDMASTER,6.318917253546594,0,0,0,0,1,0,0,0,0
3415,1,4,2,45,2,10,1,2,0,34,0,6,BRONZE,4.272863231461692,1,0,0,0,0,0,0,0,0
23082,0,1,0,33,1,3,1,4,1,48,0,8,PLATINUM,-8.228158418856452,0,0,0,0,0,0,0,1,0
169,1,3,2,36,0,10,1,2,0,16,2,6,GOLD,7.049007605307381,0,0,0,1,0,0,0,0,0
3034,1,3,0,34,1,5,0,1,0,30,0,4,GOLD,1.6424731556125565,0,0,0,1,0,0,0,0,0
19246,1,5,6,34,1,9,0,0,0,36,0,5,IRON,1.5196633156871755,0,0,0,0,0,1,0,0,0
30637,0,4,3,31,2,11,0,0,0,14,0,2,GOLD,7.295550081578575,0,0,0,1,0,0,0,0,0
34737,1,3,2,40,0,9,0,1,1,31,2,6,GOLD,2.956201887303301,0,0,0,1,0,0,0,0,0
35673,0,1,0,25,1,3,3,4,2,44,1,8,GOLD,-9.145399160722285,0,0,0,1,0,0,0,0,0
27231,2,4,1,37,1,9,0,0,0,33,0,4,BRONZE,5.961404306612735,1,0,0,0,0,0,0,0,0
11447,0,2,0,20,0,0,1,1,1,35,1,9,DIAMOND,-6.216385416166958,0,0,1,0,0,0,0,0,0
21681,0,2,0,28,0,5,2,3,3,33,1,11,PLATINUM,-1.022346650857337,0,0,0,0,0,0,0,1,0
14491,0,1,0,17,0,2,0,2,0,38,2,4,DIAMOND,-12.506527555612308,0,0,1,0,0,0,0,0,0
11145,0,1,0,44,1,9,2,5,3,55,1,11,BRONZE,-6.53192826135799,1,0,0,0,0,0,0,0,0
16521,2,3,2,47,1,9,1,3,3,34,1,7,DIAMOND,3.780670940882416,0,0,1,0,0,0,0,0,0
34577,0,0,0,19,0,3,1,3,1,36,2,7,GOLD,-11.08375454662481,0,0,0,1,0,0,0,0,0
15760,1,2,1,25,2,6,0,1,0,15,0,3,IRON,11.500426194911515,0,0,0,0,0,1,0,0,0
26139,2,3,1,51,1,7,0,2,2,37,1,10,IRON,0.1375730374887354,0,0,0,0,0,1,0,0,0
23608,2,3,1,42,0,9,0,2,0,26,1,5,PLATINUM,4.150355551858439,0,0,0,0,0,0,0,1,0
15354,0,1,0,22,2,4,2,3,2,33,0,9,DIAMOND,-8.150702078651861,0,0,1,0,0,0,0,0,0
33571,0,1,0,24,0,0,1,3,3,27,2,11,IRON,-2.8674514465525363,0,0,0,0,0,1,0,0,0
32896,1,1,0,27,2,3,0,3,1,29,0,7,DIAMOND,0.5538800441946066,0,0,1,0,0,0,0,0,0
20392,0,2,0,32,0,1,1,3,2,31,1,10,DIAMOND,4.466259794416018,0,0,1,0,0,0,0,0,0
9483,0,1,0,18,0,0,1,2,2,34,2,10,IRON,-8.876839452889193,0,0,0,0,0,1,0,0,0
7048,1,3,0,26,1,7,2,3,1,21,1,9,SILVER,-3.451853018598001,0,0,0,0,0,0,0,0,1
9754,0,0,0,17,0,0,2,4,2,32,2,10,GOLD,-7.337034415278822,0,0,0,1,0,0,0,0,0
14937,0,0,1,81,0,2,0,0,2,81,0,4,GOLD,-2.134691214698286,0,0,0,1,0,0,0,0,0
5459,0,1,0,30,0,1,1,2,2,43,1,9,SILVER,-8.440045040697363,0,0,0,0,0,0,0,0,1
17421,0,1,0,35,1,5,1,4,1,41,1,9,GOLD,-5.037768592585586,0,0,0,1,0,0,0,0,0
34091,2,4,1,48,2,10,0,2,0,31,0,4,SILVER,5.310274298958788,0,0,0,0,0,0,0,0,1
36109,0,3,3,26,1,11,0,0,0,8,1,0,PLATINUM,15.784938114524069,0,0,0,0,0,0,0,1,0
28778,0,4,1,41,2,9,1,0,0,28,0,2,DIAMOND,2.6917286394145705,0,0,1,0,0,0,0,0,0
28260,1,2,2,50,1,11,0,1,0,34,1,3,PLATINUM,9.658301106248707,0,0,0,0,0,0,0,1,0
15342,1,3,2,44,2,11,1,2,0,42,0,5,BRONZE,3.3070985655883334,1,0,0,0,0,0,0,0,0
12102,0,1,0,41,1,5,2,5,1,53,1,9,IRON,-8.520344042848201,0,0,0,0,0,1,0,0,0
11008,0,0,0,10,1,1,0,2,0,18,1,5,SILVER,-6.469689770192183,0,0,0,0,0,0,0,0,1
29150,1,3,2,42,1,10,0,2,0,42,0,6,GOLD,-4.2457181498182095,0,0,0,1,0,0,0,0,0
6864,3,3,3,49,0,9,0,3,2,46,2,10,BRONZE,2.662375259515088,1,0,0,0,0,0,0,0,0
29628,2,3,3,46,0,11,0,2,0,29,2,4,PLATINUM,9.51717460700825,0,0,0,0,0,0,0,1,0
23746,1,1,3,36,2,11,0,3,0,28,0,3,SILVER,5.095537017084858,0,0,0,0,0,0,0,0,1
14800,0,3,3,33,2,9,1,3,1,35,0,9,GOLD,1.9722857891841272,0,0,0,1,0,0,0,0,0
18866,0,1,0,25,0,4,1,3,3,47,1,11,PLATINUM,-10.177498819119023,0,0,0,0,0,0,0,1,0
9742,0,1,1,33,2,8,0,2,0,26,0,3,PLATINUM,5.078897382603344,0,0,0,0,0,0,0,1,0
17651,1,4,2,56,1,9,1,2,0,46,1,5,BRONZE,-0.2287347971943418,1,0,0,0,0,0,0,0,0
23892,2,4,1,35,1,8,0,0,0,13,1,4,DIAMOND,8.07089305497886,0,0,1,0,0,0,0,0,0
27407,0,0,0,34,0,7,1,2,1,41,1,7,DIAMOND,-3.965901237997016,0,0,1,0,0,0,0,0,0
16197,0,0,1,50,0,4,0,0,0,63,0,1,IRON,1.2289061531191976,0,0,0,0,0,1,0,0,0
6827,1,3,3,39,2,11,0,1,0,13,0,0,SILVER,15.934597740513684,0,0,0,0,0,0,0,0,1
23521,1,2,2,25,2,7,2,5,5,48,0,11,GOLD,-11.382750531480276,0,0,0,1,0,0,0,0,0
746,0,1,3,39,0,9,1,4,1,35,1,7,GOLD,4.445334646191306,0,0,0,1,0,0,0,0,0
1933,0,1,0,38,1,6,1,3,2,46,1,9,BRONZE,-4.189288917132416,1,0,0,0,0,0,0,0,0
17838,0,2,0,46,1,2,0,2,3,26,1,11,BRONZE,11.698078412497717,1,0,0,0,0,0,0,0,0
19906,1,0,1,22,2,9,0,4,0,10,0,1,MASTER,8.58958085873045,0,0,0,0,0,0,1,0,0
17584,0,0,0,28,2,4,1,5,2,46,0,10,SILVER,-6.20905869855504,0,0,0,0,0,0,0,0,1
3669,0,1,0,16,2,6,1,3,1,33,0,7,BRONZE,-11.9277951552152,1,0,0,0,0,0,0,0,0
1333,1,1,0,36,2,5,1,4,2,43,0,10,GOLD,-3.669436468172728,0,0,0,1,0,0,0,0,0
26046,1,4,1,29,0,9,0,0,0,20,0,1,IRON,6.68353880422702,0,0,0,0,0,1,0,0,0
32675,1,3,2,53,0,8,0,0,0,44,1,6,GOLD,3.8113771715723104,0,0,0,1,0,0,0,0,0
21237,0,1,0,29,0,0,1,3,3,36,2,11,PLATINUM,-0.8485851846287389,0,0,0,0,0,0,0,1,0
1776,0,1,0,12,0,4,0,2,1,29,1,7,IRON,-8.568456951275202,0,0,0,0,0,1,0,0,0
28353,0,2,0,27,0,1,1,2,2,32,2,10,PLATINUM,-4.2638322203412855,0,0,0,0,0,0,0,1,0
4629,0,0,0,23,1,1,2,5,3,38,1,11,IRON,-7.664461979872726,0,0,0,0,0,1,0,0,0
21992,1,4,3,47,2,11,0,0,0,30,0,1,DIAMOND,4.146036402292552,0,0,1,0,0,0,0,0,0
12562,1,2,2,37,1,10,0,3,0,16,0,2,SILVER,9.297033794825808,0,0,0,0,0,0,0,0,1
20994,0,3,0,34,1,5,2,1,1,35,1,8,CHALLENGER,-1.4930095205332703,0,1,0,0,0,0,0,0,0
15287,1,2,1,52,1,7,0,3,2,47,1,9,PLATINUM,3.5082019473936867,0,0,0,0,0,0,0,1,0
381,1,0,1,39,0,7,1,5,0,46,0,7,GOLD,-2.403881882143864,0,0,0,1,0,0,0,0,0
22494,0,3,0,18,0,3,0,1,1,43,1,9,IRON,-13.95929394744404,0,0,0,0,0,1,0,0,0
34070,0,1,0,8,0,2,0,2,2,23,2,7,DIAMOND,-11.511943737669334,0,0,1,0,0,0,0,0,0
9868,0,0,2,77,0,4,0,0,1,76,0,2,GOLD,2.3118610143346103,0,0,0,1,0,0,0,0,0
23313,2,2,2,50,0,11,1,3,3,59,1,9,BRONZE,-1.363943042891265,1,0,0,0,0,0,0,0,0
477,0,0,2,66,0,4,0,0,2,78,0,4,IRON,-4.1399741508639565,0,0,0,0,0,1,0,0,0
13457,1,3,1,36,0,8,0,2,0,30,1,4,SILVER,0.933598406523224,0,0,0,0,0,0,0,0,1
15465,1,2,2,32,0,10,0,1,0,16,1,2,BRONZE,6.344058533776646,1,0,0,0,0,0,0,0,0
9819,1,0,0,17,0,0,0,5,4,48,1,11,IRON,-8.31994819466422,0,0,0,0,0,1,0,0,0
35327,1,2,1,36,2,8,0,1,0,18,0,6,SILVER,9.854398373814313,0,0,0,0,0,0,0,0,1
35328,2,4,6,44,1,11,0,1,0,37,1,3,PLATINUM,3.9262310784190575,0,0,0,0,0,0,0,1,0
18587,0,1,0,25,1,3,1,2,2,29,0,11,PLATINUM,0.3414424677678838,0,0,0,0,0,0,0,1,0
36094,1,3,4,59,2,11,2,4,1,74,0,7,SILVER,-6.205224074078913,0,0,0,0,0,0,0,0,1
17652,0,2,0,30,1,5,0,0,0,12,1,3,PLATINUM,11.972069715351031,0,0,0,0,0,0,0,1,0
3824,0,2,0,26,2,4,0,0,0,13,0,0,IRON,6.873504327739266,0,0,0,0,0,1,0,0,0
35915,2,4,3,45,0,11,0,2,0,46,1,2,BRONZE,-3.893519002994729,1,0,0,0,0,0,0,0,0
1586,1,3,0,27,2,5,0,0,0,10,0,4,CHALLENGER,10.378412834161686,0,1,0,0,0,0,0,0,0
8198,0,3,2,63,1,9,3,4,1,60,1,6,SILVER,0.9752384598587084,0,0,0,0,0,0,0,0,1
8039,0,4,1,36,0,9,1,1,0,31,1,5,SILVER,-0.9115433322997006,0,0,0,0,0,0,0,0,1
26562,0,0,2,38,2,10,0,2,0,23,0,1,CHALLENGER,7.449058052339041,0,1,0,0,0,0,0,0,0
32166,1,3,4,38,1,11,0,1,0,25,1,1,PLATINUM,2.5561914759880366,0,0,0,0,0,0,0,1,0
34001,1,4,3,44,2,8,1,1,0,23,0,4,IRON,8.642744501247897,0,0,0,0,0,1,0,0,0
20935,1,4,2,39,2,9,2,1,1,41,0,9,PLATINUM,1.070650801767265,0,0,0,0,0,0,0,1,0
18861,0,0,0,26,2,1,0,3,0,40,0,7,BRONZE,-10.577725169606245,1,0,0,0,0,0,0,0,0
3569,0,0,0,14,0,1,1,3,1,29,1,8,CHALLENGER,-10.61777486503211,0,1,0,0,0,0,0,0,0
6537,1,1,0,33,0,3,0,3,2,23,1,10,IRON,2.231729445414864,0,0,0,0,0,1,0,0,0
27824,0,0,2,99,0,4,0,0,0,69,0,1,DIAMOND,5.012371229702012,0,0,1,0,0,0,0,0,0
25435,2,2,4,45,0,10,1,4,1,46,1,8,PLATINUM,-1.4931158092740375,0,0,0,0,0,0,0,1,0
32368,1,1,0,31,1,4,1,5,2,46,0,11,GOLD,-8.270363111412074,0,0,0,1,0,0,0,0,0
11075,2,2,2,24,2,8,0,3,2,24,0,9,IRON,-4.267933634560627,0,0,0,0,0,1,0,0,0
26716,0,0,0,26,0,3,0,4,2,33,2,9,PLATINUM,0.4964184706474768,0,0,0,0,0,0,0,1,0
30644,1,3,1,33,0,7,0,0,0,19,2,2,BRONZE,8.016541318003952,1,0,0,0,0,0,0,0,0
888,1,3,3,54,2,10,0,1,0,33,0,4,BRONZE,11.680896996549194,1,0,0,0,0,0,0,0,0
8441,0,0,1,29,2,6,1,4,3,37,0,11,DIAMOND,-6.235273391782272,0,0,1,0,0,0,0,0,0
16895,2,4,1,37,1,9,0,1,0,34,0,4,CHALLENGER,0.4932834672624437,0,1,0,0,0,0,0,0,0
7649,0,3,0,38,2,4,0,0,0,27,0,1,BRONZE,5.2243488848058135,1,0,0,0,0,0,0,0,0
27339,0,3,1,58,1,7,2,3,3,58,0,11,IRON,-1.5691585850704757,0,0,0,0,0,1,0,0,0
6653,3,6,8,62,1,10,2,4,6,73,0,10,IRON,-2.174170238856476,0,0,0,0,0,1,0,0,0
25657,3,3,3,53,0,8,0,3,2,43,2,10,SILVER,2.866591157531424,0,0,0,0,0,0,0,0,1
17541,1,3,3,39,2,11,0,0,0,26,0,0,BRONZE,6.288194167375771,1,0,0,0,0,0,0,0,0
27093,1,2,2,40,2,11,0,1,0,29,0,3,CHALLENGER,6.793228005645744,0,1,0,0,0,0,0,0,0
28160,0,1,0,20,0,4,1,2,2,31,1,9,IRON,-1.4586953658476034,0,0,0,0,0,1,0,0,0
2668,1,3,3,43,0,11,0,1,0,33,2,2,PLATINUM,1.764830370928813,0,0,0,0,0,0,0,1,0
19750,2,2,2,50,1,9,0,1,0,26,1,4,MASTER,8.494452627114192,0,0,0,0,0,0,1,0,0
7551,1,3,2,40,0,11,0,1,0,25,0,1,SILVER,5.251749080081453,0,0,0,0,0,0,0,0,1
31208,1,4,1,40,2,7,1,2,1,45,0,9,BRONZE,0.545962680108893,1,0,0,0,0,0,0,0,0
23136,0,1,0,15,0,0,1,3,3,30,1,11,SILVER,-5.031777436046454,0,0,0,0,0,0,0,0,1
22724,0,2,0,26,1,3,1,2,1,42,0,6,DIAMOND,-7.924463697274689,0,0,1,0,0,0,0,0,0
12417,0,2,0,21,1,2,1,2,1,39,1,8,GOLD,-10.512872381592793,0,0,0,1,0,0,0,0,0
3037,2,4,1,47,1,7,0,2,4,45,1,10,IRON,2.132014740825234,0,0,0,0,0,1,0,0,0
3143,1,4,2,30,1,10,1,1,0,29,1,6,GOLD,-0.5200498325653555,0,0,0,1,0,0,0,0,0
25326,0,1,0,19,0,0,1,2,2,33,1,9,PLATINUM,-8.784000955602352,0,0,0,0,0,0,0,1,0
3325,1,4,2,55,1,9,2,3,2,66,1,8,BRONZE,-7.260408184413649,1,0,0,0,0,0,0,0,0
19592,1,4,2,27,1,9,0,0,0,19,1,3,BRONZE,-1.6757008994298488,1,0,0,0,0,0,0,0,0
8854,1,3,1,38,1,10,0,1,0,36,1,4,MASTER,1.9746393512702696,0,0,0,0,0,0,1,0,0
20353,1,2,2,37,0,10,0,2,0,24,2,2,DIAMOND,4.689498006142216,0,0,1,0,0,0,0,0,0
26814,1,2,1,25,1,8,0,2,0,17,1,2,DIAMOND,5.453766115374272,0,0,1,0,0,0,0,0,0
36088,0,0,0,15,1,1,1,4,1,34,1,10,BRONZE,-15.862644289559118,1,0,0,0,0,0,0,0,0
15667,2,4,3,52,1,10,0,1,0,33,1,2,GRANDMASTER,5.468726445973871,0,0,0,0,1,0,0,0,0
1254,0,3,0,30,1,5,1,2,0,27,1,5,SILVER,0.7126351578781751,0,0,0,0,0,0,0,0,1
558,0,0,0,29,0,5,1,5,5,50,1,11,IRON,-5.461547662459722,0,0,0,0,0,1,0,0,0
7496,1,3,0,57,1,4,1,2,1,53,1,8,SILVER,0.0170576835277671,0,0,0,0,0,0,0,0,1
10817,1,2,3,48,0,10,1,4,1,38,1,9,SILVER,5.307054283909892,0,0,0,0,0,0,0,0,1
32194,0,1,0,25,0,3,1,3,1,39,1,10,BRONZE,-5.29195832817355,1,0,0,0,0,0,0,0,0
34556,0,3,0,27,0,6,0,1,0,20,1,1,SILVER,6.595416631271746,0,0,0,0,0,0,0,0,1
3682,1,2,0,20,2,4,0,1,0,11,0,0,GRANDMASTER,11.473713484676315,0,0,0,0,1,0,0,0,0
8086,0,0,0,11,0,2,0,2,1,32,0,9,IRON,-11.581626121589046,0,0,0,0,0,1,0,0,0
13961,1,1,0,33,2,4,1,4,4,57,0,11,PLATINUM,-7.705160837568684,0,0,0,0,0,0,0,1,0
14947,0,2,0,18,2,4,1,2,1,34,0,10,GOLD,-7.701468371528165,0,0,0,1,0,0,0,0,0
25919,1,3,2,26,2,10,0,0,0,19,0,4,SILVER,6.064798552135144,0,0,0,0,0,0,0,0,1
35522,1,0,2,47,1,9,2,4,1,51,1,7,DIAMOND,-2.273793063626776,0,0,1,0,0,0,0,0,0
21864,0,0,0,20,0,2,1,3,2,41,2,11,SILVER,-14.088067758723083,0,0,0,0,0,0,0,0,1
4333,0,3,2,36,0,9,0,1,0,12,1,2,SILVER,16.820735927072747,0,0,0,0,0,0,0,0,1
12930,2,3,3,58,0,9,0,3,2,50,2,7,SILVER,1.827439750522288,0,0,0,0,0,0,0,0,1
4601,2,2,0,44,2,5,0,4,3,44,0,10,IRON,1.32509970136136,0,0,0,0,0,1,0,0,0
33575,1,3,1,42,0,5,1,2,0,38,2,9,GOLD,6.11117120254692,0,0,0,1,0,0,0,0,0
12813,0,4,0,38,2,4,1,1,3,57,0,11,DIAMOND,-6.198687239453477,0,0,1,0,0,0,0,0,0
8268,0,0,0,15,0,1,1,3,2,30,2,9,PLATINUM,-11.337497128994729,0,0,0,0,0,0,0,1,0
31868,0,0,0,13,0,1,1,3,3,32,2,10,GOLD,-8.912497247471151,0,0,0,1,0,0,0,0,0
14949,0,1,1,33,1,5,1,3,1,42,1,8,IRON,-2.7740709150503804,0,0,0,0,0,1,0,0,0
13758,1,2,3,33,0,11,0,2,0,20,2,1,GOLD,10.400275714040705,0,0,0,1,0,0,0,0,0
18426,1,2,1,30,0,10,0,2,0,15,2,2,DIAMOND,8.650190870752645,0,0,1,0,0,0,0,0,0
18655,0,0,0,11,0,1,1,3,3,41,2,11,BRONZE,-16.338204740170283,1,0,0,0,0,0,0,0,0
3900,0,3,0,23,2,2,0,1,2,45,0,10,IRON,-10.642591992498886,0,0,0,0,0,1,0,0,0
543,0,0,3,70,0,4,0,0,1,84,0,4,DIAMOND,-1.0865886922571946,0,0,1,0,0,0,0,0,0
35084,1,4,2,39,0,11,1,2,1,42,1,9,GOLD,-0.5793222773104674,0,0,0,1,0,0,0,0,0
21645,0,1,0,28,0,1,1,4,3,50,1,11,IRON,-9.660113826193175,0,0,0,0,0,1,0,0,0
36111,1,2,1,25,1,8,0,2,0,17,1,3,GRANDMASTER,1.1531125401475606,0,0,0,0,1,0,0,0,0
10819,1,3,1,37,1,9,0,1,0,16,1,3,BRONZE,11.98254265885101,1,0,0,0,0,0,0,0,0
23451,1,3,1,42,1,8,0,2,0,39,0,4,BRONZE,2.374747853441108,1,0,0,0,0,0,0,0,0
14236,0,2,0,23,0,2,1,2,2,28,1,10,PLATINUM,-3.695680536478655,0,0,0,0,0,0,0,1,0
16919,2,4,3,31,1,10,0,0,0,19,0,2,SILVER,8.049554000134059,0,0,0,0,0,0,0,0,1
10607,0,3,0,43,0,3,1,2,4,33,1,11,SILVER,3.121977883054804,0,0,0,0,0,0,0,0,1
12455,1,2,1,39,0,8,0,2,0,24,1,4,BRONZE,5.321992715186646,1,0,0,0,0,0,0,0,0
7084,0,3,0,23,0,3,1,1,1,31,2,7,PLATINUM,-6.555841904473304,0,0,0,0,0,0,0,1,0
823,1,2,1,48,2,6,0,3,0,28,0,5,IRON,7.738457755499731,0,0,0,0,0,1,0,0,0
